chem_formula,category,crystal_system,bravais_lattice,precision_level,rgkmax,k_point_density,functional,total_energy,E_cut,precision_element1,precision_element2,precision_element3,min_atom_num,max_atom_num,numbers,json_id_num,name,num_atoms,A_atom_num,B_atom_num,A_EA_half,B_EA_half,A_rs,A_s_index,A_rp,A_p_index,A_rd,A_d_index,A_rf,A_f_index,B_rs,B_s_index,B_rp,B_p_index,B_rd,B_d_index,B_rf,B_f_index,A_HOMO,A_LUMO,B_HOMO,B_LUMO,A_EA_delta,A_IP_half,A_IP_delta,B_EA_delta,B_IP_half,B_IP_delta,A_energy,A_bravais_lattice,A_num_atoms,B_energy,B_bravais_lattice,B_num_atoms,A_energy_error,B_energy_error,A_fraction,B_fraction,stoich_pred,A_stoich,B_stoich,stoich_error_pred,A_stoich_error,B_stoich_error,binary_energy_of_formation,binary_energy_error,binary_eof_error
Ca4O4,binaries,cubic,cF,60.0,6.54326139,8.0,pbe,-10283.064928454203,174.89743322,63.899,60.727,,8,20,"[8, 8, 8, 8, 20, 20, 20, 20]",212,20_Ca,8,8,20,-1.62640753,0.31026327,0.4597,2.0,0.429,3.0,2.3647,11.0,0.0,0.0,1.7997,10.0,0.5551,7.0,0.6753,11.0,0.0,0.0,-7.09864343,-7.09864343,-3.7635741,-1.95499742,-1.813515141,13.43202126,13.536399783,0.16337658,6.28162381,6.305400741,-2045.4593863733564,tI,4,-18514.318348226378,cF,4,-0.13302130899251097,-0.27906463137696846,0.5,0.5,-10279.888867299867,-1022.7296931866782,-9257.159174113189,-0.20604297018473972,-0.06651065449625548,-0.13953231568848423,-3.176061154335912,-0.14711732215619122,0.058925648028889555
S4Sc4,binaries,cubic,cF,60.0,6.78093268,8.0,pbe,-15830.953124698948,210.24288164,68.27,58.553,,16,21,"[16, 16, 16, 16, 21, 21, 21, 21]",213,21_Sc,8,16,21,-2.09291139,0.26932434,0.7475,6.0,0.8476,7.0,2.6868,11.0,0.0,0.0,1.6338,10.0,2.1383,16.0,0.5804,11.0,0.0,0.0,-5.96396442,-5.96396442,-3.53692415,-3.53692415,-2.161912664,10.17755485,10.215659841,0.041305274,5.7471036,6.404691706,-10861.98916071883,cP,1,-20795.569483314142,hP,2,-0.08531379352098156,-0.15419092446245486,0.5,0.5,-15828.779322016486,-5430.994580359415,-10397.784741657071,-0.11975235899171821,-0.04265689676049078,-0.07709546223122743,-2.1738026824623375,-0.1461588347574434,-0.026406475764815696
N4Ti4,binaries,cubic,cF,60.0,7.04133447,8.0,pbe,-12363.462080042418,226.70044945,73.703,59.667,,7,22,"[7, 7, 7, 7, 22, 22, 22, 22]",214,22_Ti,8,22,7,-0.57901012,0.30192328,1.5843,10.0,2.0971,16.0,0.538,11.0,0.0,0.0,0.5348,2.0,0.5092,3.0,1.6939,10.0,0.0,0.0,-2.52576768,-2.52576768,-8.25462313,-3.99815016,-0.526476342,6.75276856,6.579855169,0.137516499,14.71820934,14.847717177,-23233.423929343477,hP,2,-1490.0447987288044,cP,8,-0.15299743264040444,-0.11109872359793371,0.5,0.5,-12361.73436403614,-11616.711964671738,-745.0223993644022,-0.13204807811916908,-0.07649871632020222,-0.055549361798966856,-1.7277160062776602,-0.11832603286529775,0.013722045253871329
C4V4,binaries,cubic,cF,60.0,7.03857114,8.0,pbe,-13434.898093773976,255.26008555,75.068,59.049,,6,23,"[6, 6, 6, 6, 23, 23, 23, 23]",215,23_V,8,6,23,-1.46237959,-0.7277671,0.6409,2.0,0.6314,3.0,1.8064,11.0,0.0,0.0,1.4968,10.0,0.4492,7.0,0.4861,11.0,0.0,0.0,-6.05205467,-3.50634355,-3.10083769,-1.50553554,-1.62667163,11.49493763,11.61299938,-0.394700909,7.51374216,7.084616394,-1036.783679417362,hP,4,-25832.25533699859,cI,2,-0.08673702434543884,-0.15518033080661553,0.5,0.5,-13434.519508207977,-518.391839708681,-12916.127668499295,-0.12095867757602718,-0.04336851217271942,-0.07759016540330776,-0.37858556599894655,-0.1807022729444725,-0.05974359536958218
Cr4N4,binaries,cubic,cF,60.0,7.21975872,8.0,pbe,-15043.186230188136,238.3349886,75.571,58.879,,7,24,"[7, 7, 7, 7, 24, 24, 24, 24]",216,24_Cr,8,24,7,-0.33884812,0.30192328,1.4233,10.0,1.9656,16.0,0.4436,11.0,0.0,0.0,0.5348,2.0,0.5092,3.0,1.6939,10.0,0.0,0.0,-3.72345277,-1.32418629,-8.25462313,-3.99815016,-0.335802018,7.57806734,7.390691137,0.137516499,14.71820934,14.847717177,-28596.037021890435,cI,2,-1490.0447987288044,cP,8,-0.19189081651347806,-0.11109872359793371,0.5,0.5,-15043.04091030962,-14298.018510945218,-745.0223993644022,-0.15149477005570589,-0.09594540825673903,-0.055549361798966856,-0.14531987851569284,-0.15835345165396575,-0.006858681598259864
Mn4S4,binaries,cubic,cF,60.0,7.73461369,8.0,pbe,-21194.90066272829,273.53927306,77.872,62.252,,16,25,"[16, 16, 16, 16, 25, 25, 25, 25]",217,25_Mn,8,16,25,-2.09291139,0.90883477,0.7475,6.0,0.8476,7.0,2.6868,11.0,0.0,0.0,1.2951,15.0,1.7431,16.0,0.402,10.0,0.0,0.0,-5.96396442,-5.96396442,-4.46461234,-3.78245139,-2.161912664,10.17755485,10.215659841,0.472587548,6.57623536,7.186420695,-10861.98916071883,cP,1,-31528.367498437765,cF,4,-0.08531379352098156,-0.19495767686021281,0.5,0.5,-21195.178329578295,-5430.994580359415,-15764.183749218882,-0.1401357351905972,-0.04265689676049078,-0.09747883843010641,0.2776668500064261,-0.1013430606944894,0.03879267449701729
Fe4O4,binaries,cubic,cF,60.0,7.77755612,8.0,pbe,-18340.33917847973,276.58507441,75.953,61.868,,8,26,"[8, 8, 8, 8, 26, 26, 26, 26]",218,26_Fe,8,8,26,-1.62640753,-0.18766997,0.4597,2.0,0.429,3.0,2.3647,11.0,0.0,0.0,1.2658,15.0,1.7222,16.0,0.3766,10.0,0.0,0.0,-7.09864343,-7.09864343,-4.36199644,-4.36199644,-1.813515141,13.43202126,13.536399783,-0.313173204,7.16387769,7.816457206,-2045.4593863733564,tI,4,-34634.07257105889,cI,2,-0.13302130899251097,-0.1885092563679791,0.5,0.5,-18339.76597871612,-1022.7296931866782,-17317.036285529444,-0.16076528268024504,-0.06651065449625548,-0.09425462818398955,-0.5731997636103188,-0.10188966961140977,0.058875613070995314
Co4O4,binaries,cubic,cF,60.0,7.52037473,8.0,pbe,-19982.270128844662,258.59575902,73.442,59.244,,8,27,"[8, 8, 8, 8, 27, 27, 27, 27]",219,27_Co,8,8,27,-1.62640753,-1.15998337,0.4597,2.0,0.429,3.0,2.3647,11.0,0.0,0.0,1.2544,15.0,1.5864,16.0,0.3559,10.0,0.0,0.0,-7.09864343,-7.09864343,-4.05116484,-4.05116484,-1.813515141,13.43202126,13.536399783,-0.872105517,8.50848986,8.125601217,-2045.4593863733564,tI,4,-37918.047637996766,hP,2,-0.13302130899251097,-0.19041419012501137,0.5,0.5,-19981.75351218506,-1022.7296931866782,-18959.023818998383,-0.16171774955876117,-0.06651065449625548,-0.09520709506250569,-0.5166166596027324,-0.1628963261282479,-0.0011785765673266724
Ni4O4,binaries,cubic,cF,60.0,7.56708793,8.0,pbe,-21715.23408169133,261.8182979,73.898,59.204,,8,28,"[8, 8, 8, 8, 28, 28, 28, 28]",220,28_Ni,8,8,28,-1.62640753,-1.43536779,0.4597,2.0,0.429,3.0,2.3647,11.0,0.0,0.0,1.241,15.0,1.5553,16.0,0.3376,10.0,0.0,0.0,-7.09864343,-7.09864343,-3.70515617,-3.70515617,-1.813515141,13.43202126,13.536399783,-1.022052794,8.45472395,8.201275753,-2045.4593863733564,tI,4,-41383.75256630308,cF,4,-0.13302130899251097,-0.18853531128843315,0.5,0.5,-21714.605976338218,-1022.7296931866782,-20691.87628315154,-0.16077831014047206,-0.06651065449625548,-0.09426765564421657,-0.6281053531129146,-0.16069587661331752,8.243352931458503e-05
Br4Cu4,binaries,cubic,cF,60.0,7.77423359,8.0,pbe,-57982.9472369311,205.57761055,62.695,61.603,,29,35,"[35, 35, 35, 35, 29, 29, 29, 29]",221,29_Cu,8,35,29,-3.41759179,-1.27943647,0.7517,15.0,0.8829,16.0,0.2281,10.0,0.0,0.0,1.2028,15.0,1.8653,16.0,0.319,10.0,0.0,0.0,-7.45588585,0.09904591,-4.90153402,-3.97007042,-3.486670625,11.82274486,11.864677775,-1.295153636,8.35058622,8.367551932,-70929.75835666595,oS,8,-45035.60464911476,cF,4,-0.13178785041964147,-0.1545152842954849,0.5,0.5,-57982.68150289035,-35464.87917833297,-22517.80232455738,-0.14315156735756318,-0.06589392520982074,-0.07725764214774244,-0.26573404074588325,-0.11359941344562685,0.02955215391193633
O4Zn4,binaries,cubic,cF,60.0,7.50023744,8.0,pbe,-25461.58445913836,257.21273078,73.245,58.826,,8,30,"[8, 8, 8, 8, 30, 30, 30, 30]",222,30_Zn,8,8,30,-1.62640753,1.00596785,0.4597,2.0,0.429,3.0,2.3647,11.0,0.0,0.0,1.1054,15.0,1.6393,16.0,0.2997,10.0,0.0,0.0,-7.09864343,-7.09864343,-5.99854228,-1.067667,-1.813515141,13.43202126,13.536399783,0.940787159,9.85634643,9.902511277,-2045.4593863733564,tI,4,-48874.683086233774,hP,2,-0.13302130899251097,-0.14818849874427542,0.5,0.5,-25460.071236303564,-1022.7296931866782,-24437.341543116887,-0.1406049038683932,-0.06651065449625548,-0.07409424937213771,-1.5132228347974888,-0.20337110025138827,-0.06276619638083503
Ga4P4,binaries,cubic,cF,60.0,7.59582188,8.0,pbe,-31105.86189588944,196.25023512,73.344,59.897,,15,31,"[15, 15, 15, 15, 31, 31, 31, 31]",223,31_Ga,8,15,31,-0.6071147,-0.34248556,0.8359,6.0,0.9704,7.0,1.999,14.0,0.0,0.0,1.0075,15.0,1.3468,16.0,0.2822,10.0,0.0,0.0,-6.24123172,-3.71382083,-2.87108298,-2.87108298,-0.681535392,10.43510715,10.491352025,-0.472392713,5.83232544,5.875540245,-9308.94274205774,oS,8,-52901.954926715305,oS,8,-0.0412086994801939,-0.11769132706103846,0.5,0.5,-31105.448834386523,-4654.47137102887,-26450.977463357653,-0.07945001327061618,-0.02060434974009695,-0.05884566353051923,-0.41306150291711674,-0.09606367578089703,-0.016613662512099836
Ge3Te3,binaries,trigonal,hR,60.0,8.31189425,8.0,pbe,-121035.22084027193,260.38349293,62.679,64.922,,32,52,"[52, 52, 52, 32, 32, 32]",224,32_Ge,6,52,32,-2.04580993,-1.30030917,0.9509,24.0,1.1493,25.0,0.4294,19.0,0.0,0.0,0.9267,15.0,1.1746,16.0,0.2666,10.0,0.0,0.0,-5.22038962,-5.22038962,-4.41225871,-2.8632044,-2.094118341,8.6303583,8.658444017,-1.373580878,7.90478803,7.954111801,-184951.42836784976,hP,3,-57118.91392760663,cF,2,-0.09425029702833854,-0.11355138534418074,0.5,0.5,-121035.1711477282,-92475.71418392488,-28559.456963803314,-0.10390084118625964,-0.04712514851416927,-0.05677569267209037,-0.049692543732817285,-0.1381694895972032,-0.03426864841094357
As4Ga4,binaries,cubic,cF,60.0,7.92418504,8.0,pbe,-57214.88586221056,213.58456189,61.977,62.486,,31,33,"[33, 33, 33, 33, 31, 31, 31, 31]",225,33_As,8,33,31,-0.61025079,-0.34248556,0.8605,15.0,1.0519,16.0,0.2524,10.0,0.0,0.0,1.0075,15.0,1.3468,16.0,0.2822,10.0,0.0,0.0,-5.90793687,-3.58091621,-2.87108298,-2.87108298,-0.672988541,9.84721516,9.896739284,-0.472392713,5.83232544,5.875540245,-61527.12668213086,hR,6,-52901.954926715305,oS,8,-0.08897400741989259,-0.11769132706103846,0.5,0.5,-57214.540804423086,-30763.56334106543,-26450.977463357653,-0.10333266724046553,-0.04448700370994629,-0.05884566353051923,-0.3450577874791634,-0.10202844774175901,0.0013042194987065159
Cd2Se2,binaries,hexagonal,hP,60.0,8.00486731,8.0,pbe,-109203.08917838836,217.95604445,62.058,61.196,,34,48,"[34, 34, 48, 48]",226,34_Se,4,34,48,-2.06166622,0.99936643,0.8011,15.0,0.9576,16.0,0.2396,10.0,0.0,0.0,1.2328,24.0,1.7563,25.0,0.5191,19.0,0.0,0.0,-5.61532081,-5.61532081,-5.69765828,-1.11459223,-2.137150532,9.48645635,9.521048509,0.958243665,9.27058591,9.309496174,-66129.55422372623,hP,3,-152275.34574431303,hP,2,-0.08530845101631712,-0.27613716138876043,0.5,0.5,-109202.44998401962,-33064.77711186311,-76137.67287215652,-0.18072280620253878,-0.04265422550815856,-0.13806858069438022,-0.6391943687340245,-0.16019076507654972,0.02053204113326501
Br4K4,binaries,cubic,cF,60.0,7.11090897,8.0,pbe,-43658.99476317686,156.00275999,57.346,65.372,,19,35,"[35, 35, 35, 35, 19, 19, 19, 19]",227,35_Br,8,35,19,-3.41759179,-0.43675274,0.7517,15.0,0.8829,16.0,0.2281,10.0,0.0,0.0,2.2067,10.0,0.6124,7.0,2.1213,15.0,0.0,0.0,-7.45588585,0.09904591,-2.54312301,-1.54022265,-3.486670625,11.82274486,11.864677775,-0.455694178,4.39443171,4.391262303,-70929.75835666595,oS,8,-16384.55497374135,cI,2,-0.13178785041964147,-0.155850683535391,0.5,0.5,-43657.15666520365,-35464.87917833297,-8192.277486870675,-0.14381926697751624,-0.06589392520982074,-0.0779253417676955,-1.8380979732119158,-0.0795487736177165,0.06427049335979973
Cl4Rb4,binaries,cubic,cF,60.0,7.17675953,8.0,pbe,-46845.48781965349,210.40288158,70.235,63.253,,17,37,"[17, 17, 17, 17, 37, 37, 37, 37]",228,37_Rb,8,17,37,-3.61204219,-0.40636218,0.6782,6.0,0.7558,7.0,2.2149,14.0,0.0,0.0,2.2908,19.0,0.7567,16.0,2.406,23.0,0.0,0.0,-8.09428669,0.07351292,-2.44822839,-1.59614662,-3.692423862,12.97184405,13.023881781,-0.40491945,4.22308105,4.228539491,-12557.945474518963,oS,8,-81129.16516223269,cI,2,-0.09940833046493935,-0.11263572187453974,0.5,0.5,-46843.555318375824,-6278.972737259482,-40564.582581116345,-0.10602202616973955,-0.04970416523246968,-0.05631786093726987,-1.9325012776680524,-0.07440581986156758,0.03161620630999096
O4Sr4,binaries,cubic,cF,60.0,6.92544377,8.0,pbe,-44289.65533300878,195.925115,67.632,63.784,,8,38,"[8, 8, 8, 8, 38, 38, 38, 38]",229,38_Sr,8,8,38,-1.62640753,0.21574552,0.4597,2.0,0.429,3.0,2.3647,11.0,0.0,0.0,1.957,19.0,0.7026,16.0,1.1137,20.0,0.0,0.0,-7.09864343,-7.09864343,-3.53505175,-1.28608261,-1.813515141,13.43202126,13.536399783,0.161821142,5.8746762,5.895694188,-2045.4593863733564,tI,4,-86527.91545774283,cF,4,-0.13302130899251097,-0.21251011551066767,0.5,0.5,-44286.687422058094,-1022.7296931866782,-43263.95772887141,-0.17276571225158932,-0.06651065449625548,-0.10625505775533384,-2.96791095068329,-0.09424734914500732,0.0785183631014661
N4Y4,binaries,cubic,cF,60.0,6.77704635,8.0,pbe,-46811.633736937074,187.61856334,70.937,59.844,,7,39,"[7, 7, 7, 7, 39, 39, 39, 39]",230,39_Y,8,39,7,0.09901386,0.30192328,1.7684,19.0,2.3085,25.0,0.9468,20.0,0.0,0.0,0.5348,2.0,0.5092,3.0,1.6939,10.0,0.0,0.0,-2.76025972,-2.76025972,-8.25462313,-3.99815016,-0.04408287,6.29066869,6.140063281,0.137516499,14.71820934,14.847717177,-92129.74554000387,hP,2,-1490.0447987288044,cP,8,-0.19356907934707124,-0.11109872359793371,0.5,0.5,-46809.89516936634,-46064.87277000194,-745.0223993644022,-0.15233390147250248,-0.09678453967353562,-0.055549361798966856,-1.7385675707346309,-0.11989919168263441,0.032434709789868066
C4Zr4,binaries,cubic,cF,60.0,6.989792,8.0,pbe,-49488.96309970382,251.73430722,59.925,74.548,,6,40,"[40, 40, 40, 40, 6, 6, 6, 6]",231,40_Zr,8,6,40,-1.46237959,-0.65871094,0.6409,2.0,0.6314,3.0,1.8064,11.0,0.0,0.0,1.6907,19.0,2.2459,25.0,0.8778,20.0,0.0,0.0,-6.05205467,-3.50634355,-2.84888614,-2.03261836,-1.62667163,11.49493763,11.61299938,-0.562192472,6.48675015,6.577313943,-1036.783679417362,hP,4,-97939.3800947995,hP,2,-0.08673702434543884,-0.20486942771822214,0.5,0.5,-49488.081887108434,-518.391839708681,-48969.69004739975,-0.1458032260318305,-0.04336851217271942,-0.10243471385911107,-0.881212595384568,-0.12520507369481493,0.020598152339516673
C4Nb4,binaries,cubic,cF,60.0,7.00146717,8.0,pbe,-52498.02174872083,252.57596185,74.672,59.036,,6,41,"[6, 6, 6, 6, 41, 41, 41, 41]",232,41_Nb,8,6,41,-1.46237959,-0.34789434,0.6409,2.0,0.6314,3.0,1.8064,11.0,0.0,0.0,1.5934,19.0,0.5965,16.0,0.8011,20.0,0.0,0.0,-6.05205467,-3.50634355,-3.72146977,-1.85402386,-1.62667163,11.49493763,11.61299938,-0.496679856,7.54207428,7.207690125,-1036.783679417362,hP,4,-103958.19675100844,cI,2,-0.08673702434543884,-0.20888378890231252,0.5,0.5,-52497.4902152129,-518.391839708681,-51979.09837550422,-0.14781040662387568,-0.04336851217271942,-0.10444189445115626,-0.5315335079285433,-0.16327075492881704,-0.015460348302440252
CMo,binaries,hexagonal,hP,60.0,7.10727863,8.0,pbe,-55614.70042277387,260.26788713,75.801,59.761,,6,42,"[6, 42]",233,42_Mo,2,6,42,-1.46237959,-0.37941034,0.6409,2.0,0.6314,3.0,1.8064,11.0,0.0,0.0,1.5214,19.0,2.1111,25.0,0.7387,20.0,0.0,0.0,-6.05205467,-3.50634355,-4.57643265,-1.68944918,-1.62667163,11.49493763,11.61299938,-0.376449589,7.47661967,7.496504636,-1036.783679417362,hP,4,-110192.35036999483,cI,2,-0.08673702434543884,-0.28795425420685206,0.5,0.5,-55614.5670247061,-518.391839708681,-55096.17518499742,-0.18734563927614545,-0.04336851217271942,-0.14397712710342603,-0.13339806777366903,-0.17790688028617296,0.009438758992473595
O8Tc4,binaries,monoclinic,mP,60.0,7.51324244,8.0,pbe,-40247.39000803341,258.10548961,73.372,61.041,,8,43,"[8, 8, 8, 8, 43, 43, 43, 43, 8, 8, 8, 8]",234,43_Tc,12,8,43,-1.62640753,-0.64618749,0.4597,2.0,0.429,3.0,2.3647,11.0,0.0,0.0,1.4516,24.0,1.9571,25.0,0.683,19.0,0.0,0.0,-7.09864343,-7.09864343,-3.29707615,-3.29707615,-1.813515141,13.43202126,13.536399783,-0.675081445,6.79675687,6.917865117,-2045.4593863733564,tI,4,-116646.03040272323,hP,2,-0.13302130899251097,-0.23617178462154698,0.6666666666666666,0.3333333333333333,-40245.64972515665,-1363.6395909155708,-38882.01013424108,-0.16740480086885628,-0.08868087266167397,-0.07872392820718233,-1.7402828767662868,-0.08731660666671814,0.08008819420501823
O4Ru2,binaries,tetragonal,tP,60.0,7.10468926,8.0,pbe,-42470.813521506905,230.79830223,69.382,56.606,,8,44,"[8, 8, 8, 8, 44, 44]",235,44_Ru,6,8,44,-1.62640753,-0.90752871,0.4597,2.0,0.429,3.0,2.3647,11.0,0.0,0.0,1.4232,24.0,1.9781,25.0,0.6439,19.0,0.0,0.0,-7.09864343,-7.09864343,-3.85838948,-3.85838948,-1.813515141,13.43202126,13.536399783,-0.945579623,8.27000188,7.809390979,-2045.4593863733564,tI,4,-123318.01614965814,hP,2,-0.13302130899251097,-0.230905835313024,0.6666666666666666,0.3333333333333333,-42469.64497413495,-1363.6395909155708,-41106.00538321938,-0.16564948443268196,-0.08868087266167397,-0.076968611771008,-1.1685473719553556,-0.2265054805247928,-0.06085599608923076
O4Rh2,binaries,tetragonal,tP,60.0,7.29977063,8.0,pbe,-44769.15170094801,243.64688448,71.287,57.294,,8,45,"[8, 8, 8, 8, 45, 45]",236,45_Rh,6,8,45,-1.62640753,-0.86283846,0.4597,2.0,0.429,3.0,2.3647,11.0,0.0,0.0,1.4079,24.0,2.0259,25.0,0.6107,19.0,0.0,0.0,-7.09864343,-7.09864343,-4.26774003,-3.37435211,-1.813515141,13.43202126,13.536399783,-1.102081859,7.77243809,7.925716839,-2045.4593863733564,tI,4,-130213.6291974587,cF,4,-0.13302130899251097,-0.2476434287527809,0.6666666666666666,0.3333333333333333,-44768.18265673513,-1363.6395909155708,-43404.54306581956,-0.17122868224593427,-0.08868087266167397,-0.08254780958426029,-0.969044212877634,-0.21058545348932967,-0.039356771238090005
O2Pd2,binaries,tetragonal,tP,60.0,7.5835297,8.0,pbe,-69691.7758858075,262.95729147,74.058,58.88,,8,46,"[8, 8, 46, 46]",237,46_Pd,4,8,46,-1.62640753,-0.88585652,0.4597,2.0,0.429,3.0,2.3647,11.0,0.0,0.0,1.4086,24.0,2.1915,25.0,0.5819,19.0,0.0,0.0,-7.09864343,-7.09864343,-4.05297255,-3.29346557,-1.813515141,13.43202126,13.536399783,-0.774538598,8.85700418,8.959530624,-2045.4593863733564,tI,4,-137336.9872942457,cF,4,-0.13302130899251097,-0.2650260682567023,0.5,0.5,-69691.22334030952,-1022.7296931866782,-68668.49364712284,-0.19902368862460662,-0.06651065449625548,-0.13251303412835114,-0.552545497979736,-0.24935842692502774,-0.050334738290985115
Ag4Cl4,binaries,cubic,cF,60.0,7.71079441,8.0,pbe,-78624.88501228295,271.85710191,75.461,59.19,,17,47,"[17, 17, 17, 17, 47, 47, 47, 47]",238,47_Ag,8,17,47,-3.61204219,-1.2413883,0.6782,6.0,0.7558,7.0,2.2149,14.0,0.0,0.0,1.3202,24.0,1.8656,25.0,0.5497,19.0,0.0,0.0,-8.09428669,0.07351292,-4.77879223,-3.91236357,-3.692423862,12.97184405,13.023881781,-1.284408876,7.93788937,7.960803206,-12557.945474518963,oS,8,-144691.10333241362,cF,4,-0.09940833046493935,-0.2686812389874831,0.5,0.5,-78624.52440346629,-6278.972737259482,-72345.55166620681,-0.18404478472621122,-0.04970416523246968,-0.13434061949374154,-0.3606088166561676,-0.24914855904353317,-0.065103774308227
Cd4O4,binaries,cubic,cF,60.0,7.56370301,8.0,pbe,-77161.42581220264,261.58411673,73.865,57.823,,8,48,"[8, 8, 8, 8, 48, 48, 48, 48]",239,48_Cd,8,8,48,-1.62640753,0.99936643,0.4597,2.0,0.429,3.0,2.3647,11.0,0.0,0.0,1.2328,24.0,1.7563,25.0,0.5191,19.0,0.0,0.0,-7.09864343,-7.09864343,-5.69765828,-1.11459223,-1.813515141,13.43202126,13.536399783,0.958243665,9.27058591,9.309496174,-2045.4593863733564,tI,4,-152275.34574431303,hP,2,-0.13302130899251097,-0.27613716138876043,0.5,0.5,-77160.40256534319,-1022.7296931866782,-76137.67287215652,-0.2045792351906357,-0.06651065449625548,-0.13806858069438022,-1.0232468594476813,-0.34351699889521115,-0.13893776369513944
In4P4,binaries,cubic,cF,60.0,7.92457553,8.0,pbe,-84700.4617518839,213.60561316,76.518,59.895,,15,49,"[15, 15, 15, 15, 49, 49, 49, 49]",240,49_In,8,15,49,-0.6071147,-0.42506334,0.8359,6.0,0.9704,7.0,1.999,14.0,0.0,0.0,1.1449,24.0,1.5146,25.0,0.493,19.0,0.0,0.0,-6.24123172,-3.71382083,-2.79322651,-2.79322651,-0.681535392,10.43510715,10.491352025,-0.503828411,5.50064963,5.535885081,-9308.94274205774,oS,8,-160091.59688776237,cF,2,-0.0412086994801939,-0.17587405297672376,0.5,0.5,-84700.26981491005,-4654.47137102887,-80045.79844388118,-0.10854137622845883,-0.02060434974009695,-0.08793702648836188,-0.19193697384616826,-0.1531549186038319,-0.044613542369916104
S4Sn4,binaries,orthorhombic,oP,60.0,8.04354712,8.0,pbe,-89502.3672054762,313.75180428,59.8,80.983,,16,50,"[50, 50, 50, 50, 16, 16, 16, 16]",241,50_Sn,8,16,50,-2.09291139,-1.35045743,0.7475,6.0,0.8476,7.0,2.6868,11.0,0.0,0.0,1.0709,24.0,1.3593,25.0,0.4696,19.0,0.0,0.0,-5.96396442,-5.96396442,-4.17063534,-2.82739102,-2.161912664,10.17755485,10.215659841,-1.41967122,7.30263407,7.340235731,-10861.98916071883,cP,1,-168141.42801745556,cF,2,-0.08531379352098156,-0.16974196495721117,0.5,0.5,-89501.7085890872,-5430.994580359415,-84070.71400872778,-0.12752787923909636,-0.04265689676049078,-0.08487098247860558,-0.6586163890024181,-0.2219286598265171,-0.09440078059560619
In4Sb4,binaries,cubic,cF,60.0,8.31661157,8.0,pbe,-168259.50240886098,235.26291656,61.624,62.858,,49,51,"[51, 51, 51, 51, 49, 49, 49, 49]",242,51_Sb,8,51,49,-0.77051769,-0.42506334,1.008,24.0,1.2423,25.0,0.4486,19.0,0.0,0.0,1.1449,24.0,1.5146,25.0,0.493,19.0,0.0,0.0,-5.4709622,-3.49527719,-2.79322651,-2.79322651,-0.818196869,8.94866057,8.986732764,-0.503828411,5.50064963,5.535885081,-176427.2089901671,hR,6,-160091.59688776237,cF,2,-0.14920053590321913,-0.17587405297672376,0.5,0.5,-168259.40293896472,-88213.60449508355,-80045.79844388118,-0.16253729443997145,-0.07460026795160957,-0.08793702648836188,-0.09946989624586422,-0.17215867704362608,-0.009621382603654638
Te4Zn4,binaries,cubic,cF,60.0,8.22636791,8.0,pbe,-116913.50482808807,230.18493668,62.034,64.521,,30,52,"[52, 52, 52, 52, 30, 30, 30, 30]",243,52_Te,8,52,30,-2.04580993,1.00596785,0.9509,24.0,1.1493,25.0,0.4294,19.0,0.0,0.0,1.1054,15.0,1.6393,16.0,0.2997,10.0,0.0,0.0,-5.22038962,-5.22038962,-5.99854228,-1.067667,-2.094118341,8.6303583,8.658444017,0.940787159,9.85634643,9.902511277,-184951.42836784976,hP,3,-48874.683086233774,hP,2,-0.09425029702833854,-0.14818849874427542,0.5,0.5,-116913.05572704176,-92475.71418392488,-24437.341543116887,-0.12121939788630698,-0.04712514851416927,-0.07409424937213771,-0.4491010463061684,-0.13143546288483776,-0.010216064998530783
I4Li4,binaries,cubic,cF,60.0,8.88291588,8.0,pbe,-96962.30242178105,313.68104407,105.111,66.129,,3,53,"[3, 3, 3, 3, 53, 53, 53, 53]",244,53_I,8,53,3,-3.23278483,-0.43620871,0.9027,24.0,1.0745,25.0,0.412,19.0,0.0,0.0,1.6348,2.0,1.9618,3.0,6.7209,14.0,9.9999,7.0,-6.76780204,0.30907196,-3.14714133,-1.23869654,-3.287191025,10.55333871,10.585004435,-0.443360974,5.57877819,5.47070464,-193717.50683382576,oS,8,-204.66143879941896,hR,3,-0.09140239775297232,-0.017426606810801104,0.5,0.5,-96961.08413631258,-96858.75341691288,-102.33071939970948,-0.05441450228188671,-0.04570119887648616,-0.008713303405400552,-1.2182854684582054,-0.04546309915895108,0.00895140312293563
ClCs,binaries,cubic,cP,60.0,8.80297913,8.0,pbe,-112271.72405473307,316.55869009,86.15,65.974,,17,55,"[17, 55]",245,55_Cs,2,17,55,-3.61204219,-0.40528255,0.6782,6.0,0.7558,7.0,2.2149,14.0,0.0,0.0,2.5139,28.0,0.9434,25.0,2.1314,32.0,0.0,0.0,-8.09428669,0.07351292,-2.28863672,-1.56913493,-3.692423862,12.97184405,13.023881781,-0.407108631,3.92038676,3.932168287,-12557.945474518963,oS,8,-211981.5265288076,cI,2,-0.09940833046493935,-0.08721116252127104,0.5,0.5,-112269.73600166327,-6278.972737259482,-105990.7632644038,-0.0933097464931052,-0.04970416523246968,-0.04360558126063552,-1.9880530697992072,-0.04772729137039278,0.045582455131807365
